Blue Bulb (Compressor),Condenser Fan,Dual Plug Outlet,Heater Fan,Red Bulb (Heater),Gaze Webcam,Contactor Relay,SPST Fan Relay,Electric Heat Sequencer,DPDT Switching Relay,Power Transformer,Circuit Breaker,Terminal Block,Thermostat with Display
100.9990307432500,390.4071450996660,20.900200570895800,79.05625867140910,42.0,80.0,30.00028790080740,15.00014395040370,22.0,30.0,0.0,22.0,75.72358153886800,5.096582115690760
100.99872594451200,387.3904759345990,20.900263644510800,79.05649725113020,42.0,80.0,30.00037843709680,15.00018921854840,22.0,30.0,0.0,22.0,75.95112366314490,5.009011058031790
100.99842092227700,384.3715765342690,20.900326764756300,79.05673600723420,42.0,80.0,30.000469040320100,15.000234520160100,22.0,30.0,0.0,22.0,76.17883263531060,4.923705128158820
100.99812561128300,381.44877491725600,20.90038787575450,79.05696716323980,42.0,80.0,30.00055675945630,15.000278379728200,22.0,30.0,0.0,22.0,76.39929185166750,4.839063279383850
100.99783293480800,378.5520312363470,20.90044844192390,79.05719625839800,42.0,80.0,30.000643696541600,15.000321848270800,22.0,30.0,0.0,22.0,76.6177843146227,4.757808795074690
100.99754837483500,375.7356039366600,20.900507328809200,79.0574190015636,42.0,80.0,30.000728223171200,15.000364111585600,22.0,30.0,0.0,22.0,76.83021754593460,4.677951455051070
100.9972679601610,372.9601891417630,20.900565358190200,79.05763850116780,42.0,80.0,30.000811518933400,15.000405759466700,22.0,30.0,0.0,22.0,77.03955617684840,4.600950383678980
100.99699108960900,370.21983730325400,20.90062265446210,79.05785522774320,42.0,80.0,30.000893762385900,15.000446881193000,22.0,30.0,0.0,22.0,77.24624900625740,4.525689904042910
100.99672116559300,367.5482249811900,20.90067851350330,79.05806651790710,42.0,80.0,30.000973942827800,15.000486971413900,22.0,30.0,0.0,22.0,77.44775602173220,4.451983378429200
100.99645560586500,364.9197948976000,20.900733469674500,79.05827439291160,42.0,80.0,30.00105282728410,15.00052641364200,22.0,30.0,0.0,22.0,77.64600495514880,4.380702673625510
100.99619287712200,362.3193714517450,20.900787840272800,79.05848005295140,42.0,80.0,30.00113087120500,15.000565435602500,22.0,30.0,0.0,22.0,77.84214046629550,4.31112998354895
100.99593223454200,359.73958294824900,20.900841779428100,79.05868408103260,42.0,80.0,30.001208295830000,15.000604147915000,22.0,30.0,0.0,22.0,78.0367185899164,4.242841169784510
100.99568010139700,357.2440064806100,20.900893957847700,79.0588814490253,42.0,80.0,30.00128319308290,15.000641596541500,22.0,30.0,0.0,22.0,78.22494414420820,4.175627482616910
100.99542768126500,354.7455769788340,20.900946195919500,79.05907904265620,42.0,80.0,30.001358175961100,15.000679087980600,22.0,30.0,0.0,22.0,78.41338394341800,4.111113236692790
100.99518147813500,352.30867071592200,20.90099714764110,79.05927177059050,42.0,80.0,30.001431312403600,15.000715656201800,22.0,30.0,0.0,22.0,78.59718254946030,4.047023080149390
100.99494103589100,349.92877393721100,20.901046907387700,79.05945998980790,42.0,80.0,30.001502737877100,15.000751368938600,22.0,30.0,0.0,22.0,78.77668046835740,3.984991001910990
100.99470178129300,347.5606212355650,20.901096421584800,79.05964728022000,42.0,80.0,30.001573810887400,15.000786905443700,22.0,30.0,0.0,22.0,78.95529177048730,3.9248674995753400
100.99446425490200,345.2095633083250,20.90114557835820,79.05983321865530,42.0,80.0,30.001644370849200,15.000822185424600,22.0,30.0,0.0,22.0,79.13261290990290,3.865489313601520
100.99423463415300,342.93674563549900,20.90119309925590,79.06001296929310,42.0,80.0,30.001712582664100,15.000856291332100,22.0,30.0,0.0,22.0,79.30403223165280,3.8069824306532500
100.99400628302700,340.6764846133040,20.90124035761460,79.06019172686140,42.0,80.0,30.001780417628800,15.000890208814400,22.0,30.0,0.0,22.0,79.47450373892940,3.7508418756228500
100.99378147148000,338.4512489942440,20.90128688364950,79.06036771437090,42.0,80.0,30.001847201410900,15.000923600705400,22.0,30.0,0.0,22.0,79.6423328366312,3.6954202629750400
100.9935574336550,336.23366200294800,20.901333249764000,79.06054309697230,42.0,80.0,30.001913755642300,15.000956877821100,22.0,30.0,0.0,22.0,79.80958432522430,3.6412556914052900
100.9935039548870,335.70431323683600,20.901344317580400,79.06058496164960,42.0,80.0,30.001929642460000,15.000964821230000,22.0,30.0,0.0,22.0,95.03992363148990,0.8884587671912960
100.99345032103200,335.173428818049,20.901355417504700,79.0606269477772,42.0,80.0,30.001945575365700,15.000972787682900,22.0,30.0,0.0,22.0,95.07996303986710,0.8799766265073730
100.99339659183100,334.64160005832600,20.90136653717360,79.06066900859000,42.0,80.0,30.001961536613000,15.000980768306500,22.0,30.0,0.0,22.0,95.12007362798520,0.8714923299212110
100.99334473991900,334.12835277183300,20.90137726833440,79.06070959984740,42.0,80.0,30.00197694019300,15.00098847009650,22.0,30.0,0.0,22.0,95.15878275872140,0.8630154848599780
100.993291963129,333.60595019833600,20.90138819091720,79.06075091517020,42.0,80.0,30.001992618541600,15.000996309270800,22.0,30.0,0.0,22.0,95.19818234074930,0.8548562055007330
100.99324122956900,333.1037716878680,20.901398690648000,79.06079063102980,42.0,80.0,30.002007689925500,15.001003844962700,22.0,30.0,0.0,22.0,95.23605658590210,0.8465729610353750
100.99324122956900,333.10377168786800,20.90139869064800,79.06079063102980,42.0,80.0,30.002007689925500,15.001003844962700,22.0,30.0,0.0,23.8353329490933,95.23605658590210,0.0
100.99324122956900,333.1037716878680,20.901398690648000,79.06079063102980,42.0,80.0,30.002007689925500,15.001003844962700,22.0,30.0,0.0,26.996223188690900,95.23605658590210,0.0
100.99324122956900,333.10377168786800,20.90139869064800,79.06079063102970,42.0,80.0,30.00200768992550,15.001003844962700,22.0,30.0,0.0,31.407261685389400,95.23605658590210,0.0
100.99324122956900,333.1037716878690,20.90139869064800,79.06079063102970,42.0,80.0,30.00200768992550,15.001003844962700,22.0,30.0,0.0,36.5075431581505,95.23605658590210,0.0
100.99324122956900,333.1037716878690,20.90139869064800,79.06079063102970,42.0,80.0,30.00200768992550,15.001003844962700,22.0,30.0,0.0,42.46654824029960,95.23605658590210,0.0
100.99324122956900,333.10377168786900,20.90139869064800,79.06079063102970,42.0,0.0,30.00200768992550,15.001003844962700,22.0,30.0,0.0,48.807311849762600,95.23605658590210,0.0
100.99324122956900,333.10377168786900,20.90139869064800,79.06079063102970,42.0,0.0,30.00200768992550,15.001003844962700,22.0,30.0,0.0,55.273437327285500,95.23605658590210,0.0
100.99324122956900,333.10377168786900,20.90139869064800,79.06079063102970,42.0,0.0,30.00200768992550,15.001003844962700,22.0,30.0,0.0,62.08703703357170,95.23605658590210,0.0
100.99324122956900,333.10377168786900,20.90139869064800,79.06079063102970,42.0,0.0,30.00200768992550,15.001003844962700,22.0,30.0,0.0,69.11241631470400,95.23605658590210,0.0
101.00101750638000,333.07812534093500,20.89978944882070,79.05470357757160,42.0,0.0,106.99176184914400,14.999848886713500,22.0,30.0,0.0,75.88712028191630,92.60855882148720,-58.74854230179100
101.00101750638000,333.07812534093500,20.89978944882070,79.05470357757160,42.0,0.0,106.99176184914400,14.999848886713500,22.0,30.0,0.0,82.70667431304070,87.16499064696780,-119.90175152272700
101.00101750638000,333.07812534093500,20.89978944882070,79.05470357757160,42.0,0.0,106.99176184914400,14.999848886713500,22.0,30.0,0.0,89.40338303960850,79.80000189929240,-162.20080681432000
101.00101750638000,333.07812534093500,20.89978944882070,79.05470357757160,42.0,0.0,106.99176184914400,14.999848886713500,22.0,30.0,0.0,95.92537881391840,71.56090601297540,-181.64451634124600
101.00101750638000,333.07812534093500,20.89978944882070,79.05470357757160,42.0,0.0,106.99176184914400,14.999848886713500,22.0,30.0,0.0,102.2768578895670,63.27601722996690,-181.8587862253770
101.00101750638000,333.07812534093500,20.89978944882070,79.05470357757160,42.0,0.0,106.99176184914400,14.999848886713500,22.0,30.0,0.0,108.38913122042500,55.58553218184800,-169.1133654290870
101.00101750638000,333.07812534093500,20.89978944882070,79.05470357757160,42.0,0.0,106.99176184914400,14.999848886713500,22.0,30.0,0.0,114.24365748452200,48.760050166831700,-150.40626780787300
101.00101750638000,333.07812534093500,20.89978944882070,79.05470357757160,42.0,0.0,106.99176184914400,14.999848886713500,22.0,30.0,0.0,119.85807439838400,42.825812184709700,-130.42329443413100
101.00101750638000,333.07812534093500,20.89978944882070,79.05470357757160,42.0,0.0,106.99176184914400,14.999848886713500,22.0,30.0,0.0,125.18736777377500,37.77722210127370,-111.36334664307300
101.00101750638000,333.07812534093500,20.89978944882070,79.05470357757160,42.0,0.0,106.99176184914400,14.999848886713500,22.0,30.0,0.0,130.27770273065600,33.464894649272700,-94.64727367361580
101.00101750638000,333.07812534093500,20.89978944882070,79.05470357757160,42.0,0.0,106.99176184914400,14.999848886713500,22.0,30.0,0.0,135.08177198467800,29.823872188506500,-80.19174620448120
101.00101750638000,333.07812534093500,20.89978944882070,79.05470357757160,42.0,0.0,106.99176184914400,14.999848886713500,22.0,30.0,0.0,139.7496062638210,26.64149636096780,-68.25920040083470
101.00101750638000,333.07812534093500,20.89978944882070,79.05470357757160,42.0,0.0,106.99176184914400,14.999848886713500,22.0,30.0,0.0,143.91135287254400,24.086371804765700,-57.71912741730460
101.00101750638000,333.07812534093500,20.89978944882070,79.05470357757160,42.0,0.0,106.99176184914400,14.999848886713500,22.0,30.0,0.0,147.94290938932400,21.825346421062600,-49.752024988285400
101.00101750638000,333.07812534093500,20.89978944882070,79.05470357757160,42.0,0.0,106.99176184914400,14.999848886713500,22.0,30.0,0.0,151.72972784713800,19.878360850227600,-42.83450193785420
101.00101750638000,333.07812534093500,20.89978944882070,79.05470357757160,42.0,100,106.99176184914400,14.999848886713500,22.0,30.0,0.0,155.28134926021400,18.192365766000700,-37.07717016638100
101.00101750638000,333.07812534093500,20.89978944882070,79.05470357757160,42.0,100,106.99176184914400,14.999848886713500,22.0,30.0,0.0,158.60215278979000,16.726678438812500,-32.26368803051910
101.00101750638000,333.07812534093500,20.89978944882070,79.05470357757160,42.0,100,106.99176184914400,14.999848886713500,22.0,30.0,0.0,161.70520112121500,15.444532370078000,-28.229602358538700
101.00101750638000,333.07812534093500,20.89978944882070,79.05470357757160,42.0,100,106.99176184914400,14.999848886713500,22.0,30.0,0.0,164.60464470816400,14.315670004349600,-24.82866465527150
101.00101750638000,333.07812534093500,20.89978944882070,79.05470357757160,42.0,100,106.99176184914400,14.999848886713500,22.0,30.0,0.0,167.30211266525500,13.319971557231200,-21.94001927117460
101.00101750638000,333.07812534093500,20.89978944882070,79.05470357757160,42.0,100,106.99176184914400,14.999848886713500,22.0,30.0,0.0,169.8187427390470,12.433989518661000,-19.48543329571020
101.00101750638000,333.07812534093500,20.89978944882070,79.05470357757160,42.0,100,106.99176184914400,14.999848886713500,22.0,30.0,0.0,172.15805193589300,11.64420250920250,-17.377407035813500
101.00101750638000,333.07812534093500,20.89978944882070,79.05470357757160,42.0,100,106.99176184914400,14.999848886713500,22.0,30.0,0.0,174.32997518692000,10.937261655820500,-15.56395552062100
101.00101750638000,333.07812534093500,20.89978944882070,79.05470357757160,42.0,100,106.99176184914400,14.999848886713500,22.0,30.0,0.0,176.3478261187140,10.300893292107300,-13.997072047810200
100.70000000000000,500.0000000000000,21.000000000000000,78.94820000000000,69.34353411197660,38.73958549499510,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.0000000000000,21.000000000000000,78.94820000000000,68.72885376214980,37.55939922332760,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.0000000000000,21.000000000000000,78.94820000000000,68.1041368842125,36.35994281768800,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.0000000000000,21.000000000000000,78.94820000000000,67.47929766774180,35.16025152206420,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.0000000000010,21.000000000000000,78.94820000000000,66.85399159789090,33.95966386795040,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,66.22925579547880,32.76017112731930,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.0000000000010,21.000000000000000,78.94820000000000,65.6038910150528,31.55947074890140,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,64.96843546628950,30.33939609527590,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.0000000000010,21.000000000000000,78.94820000000000,64.35307949781420,29.157912635803200,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,63.72872546315190,27.959152889251700,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,63.103638589382200,26.75898609161380,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,25.559231567382800,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,0.0,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,100,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,100,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,100,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,100,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,100,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.70000000000000,500.00000000000100,21.000000000000000,78.94820000000000,62.47876644134520,100,10.000000000000000,8.000000000000000,22.0,35.0,0.0,22.0,75.0,0.0
100.50000000000000,700.0,20.700000000000000,79.2256,60.0,60.0,39.00000000000000,5.0,22.0,45.0,0.0,22.0,68.0,0.0
100.50000000000000,700.0,20.700000000000000,79.22560000000000,60.0,60.0,39.00000000000000,5.000000000000000,22.0,45.0,0.0,22.0,68.0,0.0
100.50000000000000,700.0000000000000,20.700000000000000,79.22560000000000,60.0,60.0,39.00000000000000,5.000000000000000,22.0,45.0,0.0,22.0,68.0,0.0
100.50000000000000,700.0000000000000,20.700000000000000,79.22560000000000,60.0,60.0,39.00000000000000,5.000000000000000,22.0,45.0,0.0,22.0,68.0,0.0
100.50000000000000,700.0000000000000,20.700000000000000,79.22560000000000,60.0,60.0,39.00000000000000,5.000000000000000,22.0,45.0,0.0,22.0,68.0,0.0
100.50000000000000,700.0000000000000,20.700000000000000,79.22560000000000,60.0,60.0,39.00000000000000,5.000000000000000,22.0,45.0,0.0,22.0,68.0,0.0
100.50000000000000,700.0000000000000,20.700000000000000,79.22560000000000,60.0,60.0,39.00000000000000,5.000000000000000,22.0,45.0,0.0,22.0,68.0,0.0
100.50000000000000,700.0000000000000,20.700000000000000,79.22560000000000,60.0,60.0,39.00000000000000,5.000000000000000,22.0,45.0,0.0,22.0,68.0,0.0
100.50000000000000,700.0000000000000,20.700000000000000,79.22560000000000,60.0,60.0,39.00000000000000,5.000000000000000,22.0,45.0,0.0,22.0,68.0,0.0
100.50000000000000,700.0000000000000,20.700000000000000,79.22560000000000,60.0,60.0,39.00000000000000,5.000000000000000,22.0,45.0,0.0,22.0,68.0,0.0
100.50000000000000,700.0000000000000,20.700000000000000,79.22560000000000,60.0,60.0,39.00000000000000,5.000000000000000,22.0,45.0,0.0,22.0,68.0,0.0
100.50000000000000,700.0000000000000,20.700000000000000,79.22560000000000,60.0,60.0,39.00000000000000,5.000000000000000,22.0,45.0,0.0,22.0,68.0,0.0
100.50000000000000,700.0000000000000,20.700000000000000,79.22560000000000,60.0,60.0,39.00000000000000,5.000000000000000,22.0,45.0,0.0,22.0,68.0,0.0
